                          	CentOS6/run-1 vs CentOS7/run-1	CentOS5/run-1 vs CentOS7/run-1	CentOS5/run-1 vs CentOS6/run-1	
T1w/subject_name/mri/wm.mgz	              3.9321345063               	              3.9355941107               	              3.9369123524               	
