                                                                            	RUN-1 vs RUN-2	RUN-1 vs RUN-3	RUN-2 vs RUN-3	
T1w/BiasFieldCorrection_sqrtT1wXT1w/T1wmulT2w_brain_norm_modulate_mask.nii.gz	      0.0       	      0.0       	      0.0       	
