          	CentOS5/RUN-2 vs CentOS6/RUN-2	CentOS6/RUN-2 vs CentOS7/RUN-2	CentOS5/RUN-2 vs CentOS7/RUN-2	
monitor.txt	              10.0               	              10.0               	              10.0               	
