                                                                                    	run-1 vs run-2	
T1w/subject_name/mri/rh.ribbon.mgz                                                  	      4       	
T1w/subject_name/touch/cortical_ribbon.touch                                        	      0       	
T1w/subject_name/mri/lh.ribbon.mgz                                                  	      4       	
T1w/subject_name/stats/aseg.stats                                                   	      4       	
T1w/subject_name/touch/segstats.touch                                               	      0       	
T1w/subject_name/touch/aparc2aseg.touch                                             	      0       	
T1w/subject_name/mri/aparc+aseg.mgz                                                 	      4       	
T1w/subject_name/touch/aparc.a2009s2aseg.touch                                      	      0       	
T1w/subject_name/mri/aparc.a2009s+aseg.mgz                                          	      4       	
T1w/subject_name/mri/wmparc.mgz                                                     	      4       	
T1w/subject_name/touch/wmaparc.touch                                                	      0       	
T1w/subject_name/stats/wmparc.stats                                                 	      4       	
T1w/subject_name/touch/wmaparc.stats.touch                                          	      0       	
T1w/subject_name/label/lh.BA1.label                                                 	      0       	
T1w/subject_name/label/lh.BA2.label                                                 	      0       	
T1w/subject_name/label/lh.BA3a.label                                                	      0       	
T1w/subject_name/label/lh.BA3b.label                                                	      0       	
T1w/subject_name/label/lh.BA4a.label                                                	      0       	
T1w/subject_name/label/lh.BA4p.label                                                	      0       	
T1w/subject_name/label/lh.BA6.label                                                 	      0       	
T1w/subject_name/label/lh.BA44.label                                                	      0       	
T1w/subject_name/label/lh.BA45.label                                                	      0       	
T1w/subject_name/label/lh.V1.label                                                  	      0       	
T1w/subject_name/label/lh.V2.label                                                  	      0       	
T1w/subject_name/label/lh.MT.label                                                  	      0       	
T1w/subject_name/label/lh.perirhinal.label                                          	      0       	
T1w/subject_name/label/lh.BA1.thresh.label                                          	      0       	
T1w/subject_name/label/lh.BA2.thresh.label                                          	      0       	
T1w/subject_name/label/lh.BA3a.thresh.label                                         	      0       	
T1w/subject_name/label/lh.BA3b.thresh.label                                         	      0       	
T1w/subject_name/label/lh.BA4a.thresh.label                                         	      0       	
T1w/subject_name/label/lh.BA4p.thresh.label                                         	      0       	
T1w/subject_name/label/lh.BA6.thresh.label                                          	      0       	
T1w/subject_name/label/lh.BA44.thresh.label                                         	      0       	
T1w/subject_name/label/lh.BA45.thresh.label                                         	      0       	
T1w/subject_name/label/lh.V1.thresh.label                                           	      0       	
T1w/subject_name/label/lh.V2.thresh.label                                           	      0       	
T1w/subject_name/label/lh.MT.thresh.label                                           	      0       	
T1w/subject_name/label/lh.BA.annot                                                  	      0       	
T1w/subject_name/label/lh.BA.thresh.annot                                           	      0       	
T1w/subject_name/stats/lh.BA.stats                                                  	      4       	
T1w/subject_name/stats/lh.BA.thresh.stats                                           	      4       	
T1w/subject_name/label/rh.BA1.label                                                 	      0       	
T1w/subject_name/label/rh.BA2.label                                                 	      0       	
T1w/subject_name/label/rh.BA3a.label                                                	      0       	
T1w/subject_name/label/rh.BA3b.label                                                	      0       	
T1w/subject_name/label/rh.BA4a.label                                                	      0       	
T1w/subject_name/label/rh.BA4p.label                                                	      0       	
T1w/subject_name/label/rh.BA6.label                                                 	      0       	
T1w/subject_name/label/rh.BA44.label                                                	      0       	
T1w/subject_name/label/rh.BA45.label                                                	      0       	
T1w/subject_name/label/rh.V1.label                                                  	      0       	
T1w/subject_name/label/rh.V2.label                                                  	      0       	
T1w/subject_name/label/rh.MT.label                                                  	      0       	
T1w/subject_name/label/rh.perirhinal.label                                          	      0       	
T1w/subject_name/label/rh.BA1.thresh.label                                          	      0       	
T1w/subject_name/label/rh.BA2.thresh.label                                          	      0       	
T1w/subject_name/label/rh.BA3a.thresh.label                                         	      0       	
T1w/subject_name/label/rh.BA3b.thresh.label                                         	      0       	
T1w/subject_name/label/rh.BA4a.thresh.label                                         	      0       	
T1w/subject_name/label/rh.BA4p.thresh.label                                         	      0       	
T1w/subject_name/label/rh.BA6.thresh.label                                          	      0       	
T1w/subject_name/label/rh.BA44.thresh.label                                         	      0       	
T1w/subject_name/label/rh.BA45.thresh.label                                         	      0       	
T1w/subject_name/label/rh.V1.thresh.label                                           	      0       	
T1w/subject_name/label/rh.V2.thresh.label                                           	      0       	
T1w/subject_name/label/rh.MT.thresh.label                                           	      0       	
T1w/subject_name/label/rh.BA.annot                                                  	      0       	
T1w/subject_name/label/rh.BA.thresh.annot                                           	      0       	
T1w/subject_name/label/BA.ctab                                                      	      0       	
T1w/subject_name/stats/rh.BA.stats                                                  	      4       	
T1w/subject_name/label/BA.thresh.ctab                                               	      0       	
T1w/subject_name/stats/rh.BA.thresh.stats                                           	      4       	
T1w/subject_name/label/lh.entorhinal_exvivo.label                                   	      0       	
T1w/subject_name/stats/lh.entorhinal_exvivo.stats                                   	      4       	
T1w/subject_name/scripts/recon-all.cmd                                              	      4       	
T1w/subject_name/label/rh.entorhinal_exvivo.label                                   	      0       	
T1w/subject_name/scripts/recon-all.done                                             	      4       	
T1w/subject_name/stats/rh.entorhinal_exvivo.stats                                   	      4       	
T1w/subject_name/scripts/recon-all-status.log                                       	      4       	
T1w/subject_name/scripts/recon-all.log                                              	      4       	
