95;3;1;96
96;3;1;89
97;3;1;19
98;3;0;58
99;3;1;75
100;3;1;107
101;3;1;38
102;3;1;64
103;3;1;112
104;3;0;4
105;3;1;78
106;3;0;28
107;3;1;20
108;3;1;88
109;3;1;113
110;3;1;23
111;3;1;44
112;3;1;45
113;3;1;109
114;3;1;82
115;3;1;59
116;3;1;29
0;4;1;60
1;4;1;8
2;4;0;71
3;4;1;34
4;4;1;111
5;4;1;105
6;4;1;94
7;4;1;106
8;4;0;24
9;4;1;62
10;4;0;49
11;4;1;47
12;4;1;3
13;4;1;31
14;4;1;90
15;4;1;22
16;4;1;39
17;4;1;103
18;4;1;116
19;4;0;57
20;4;1;65
21;4;0;52
22;4;1;83
23;4;1;32
24;4;1;5
25;4;1;9
26;4;1;97
27;4;1;101
28;4;1;1
29;4;1;104
30;4;0;27
31;4;1;21
32;4;1;92
33;4;1;91
34;4;1;36
35;4;1;12
36;4;1;16
37;4;1;33
38;4;1;35
39;4;1;13
40;4;1;81
41;4;1;40
42;4;1;74
43;4;1;87
44;4;0;53
45;4;1;61
46;4;1;66
47;4;0;0
48;4;1;41
49;4;1;79
50;4;1;110
51;4;0;67
52;4;1;42
53;4;0;54
54;4;1;63
55;4;1;72
56;4;0;50
57;4;1;77
58;4;1;115
59;4;1;25
60;4;1;17
61;4;1;102
62;4;1;11
63;4;1;68
64;4;0;56
65;4;1;80
66;4;1;84
67;4;1;43
68;4;1;10
69;4;0;55
70;4;0;2
71;4;1;93
72;4;1;30
73;4;0;70
74;4;1;85
75;4;1;114
76;4;1;73
77;4;1;100
78;4;1;107
79;4;1;14
80;4;1;18
81;4;1;46
82;4;0;6
83;4;1;86
84;4;1;7
85;4;1;69
86;4;1;99
87;4;0;26
88;4;1;37
89;4;1;98
90;4;1;76
91;4;1;15
92;4;0;51
93;4;1;95
94;4;0;48
95;4;1;96
96;4;1;89
97;4;1;19
98;4;0;58
99;4;1;75
100;4;1;108
101;4;1;38
102;4;1;64
103;4;1;112
104;4;0;4
105;4;1;78
106;4;0;28
107;4;1;20
108;4;1;88
109;4;1;113
110;4;1;23
111;4;1;44
112;4;1;45
113;4;1;109
114;4;1;82
115;4;1;59
116;4;0;29
0;5;1;60
1;5;1;8
2;5;0;71
3;5;1;34
4;5;1;111
5;5;1;105
6;5;1;94
7;5;1;106
8;5;0;24
9;5;1;62
10;5;0;49
11;5;1;47
12;5;0;2
13;5;1;31
14;5;1;90
15;5;1;22
16;5;1;40
17;5;1;103
18;5;1;116
19;5;0;57
20;5;1;65
21;5;0;52
22;5;1;83
23;5;1;32
24;5;0;5
25;5;1;9
26;5;1;97
27;5;1;101
28;5;1;1
29;5;1;104
30;5;0;27
31;5;1;21
32;5;1;92
33;5;1;91
34;5;1;36
35;5;1;12
36;5;1;16
37;5;1;33
38;5;1;35
39;5;1;13
40;5;1;81
41;5;1;41
42;5;1;74
43;5;1;87
44;5;0;53
45;5;1;61
46;5;1;66
47;5;0;0
48;5;1;42
49;5;1;79
50;5;1;110
51;5;0;69
52;5;1;43
53;5;0;54
54;5;1;63
55;5;1;72
56;5;0;50
57;5;1;77
58;5;1;115
59;5;1;25
60;5;1;17
61;5;1;102
62;5;1;11
63;5;1;67
64;5;0;55
65;5;1;80
66;5;1;85
67;5;1;38
68;5;1;10
69;5;0;56
70;5;0;3
71;5;1;93
72;5;1;30
73;5;0;70
74;5;1;86
75;5;1;114
76;5;1;73
77;5;1;100
78;5;1;107
79;5;1;14
80;5;1;18
81;5;1;46
82;5;0;6
83;5;1;84
84;5;1;7
85;5;1;68
86;5;1;99
87;5;0;26
88;5;1;37
89;5;1;98
90;5;1;76
91;5;1;15
92;5;0;51
93;5;1;95
94;5;0;48
95;5;1;96
96;5;1;89
97;5;1;19
98;5;0;58
99;5;1;75
100;5;1;108
101;5;1;39
102;5;1;64
103;5;1;112
104;5;0;4
105;5;1;78
106;5;0;28
107;5;1;20
108;5;1;88
109;5;1;113
110;5;1;23
111;5;1;44
112;5;1;45
113;5;1;109
114;5;1;82
115;5;1;59
116;5;0;29
0;6;1;60
1;6;1;8
2;6;0;70
3;6;1;34
4;6;1;111
5;6;1;106
6;6;1;94
7;6;1;107
8;6;0;24
9;6;1;62
10;6;0;49
11;6;1;47
12;6;0;3
13;6;1;31
14;6;1;90
15;6;1;22
16;6;1;39
17;6;1;104
18;6;1;116
19;6;0;57
20;6;1;65
21;6;0;52
22;6;1;83
23;6;1;32
24;6;0;5
25;6;1;9
26;6;1;97
27;6;1;101
28;6;1;1
29;6;1;103
30;6;0;27
31;6;1;21
32;6;1;92
33;6;1;91
34;6;1;36
35;6;1;12
36;6;1;20
37;6;1;33
38;6;1;35
39;6;1;13
40;6;1;81
41;6;1;43
42;6;1;74
43;6;1;87
44;6;0;53
45;6;1;61
46;6;1;66
47;6;0;0
48;6;1;40
49;6;1;79
50;6;1;110
51;6;0;69
52;6;1;41
53;6;0;54
54;6;1;63
55;6;1;72
56;6;0;50
57;6;1;77
58;6;1;115
59;6;1;25
60;6;1;16
61;6;1;102
62;6;1;11
63;6;1;67
64;6;0;55
65;6;1;80
66;6;1;84
67;6;1;42
68;6;1;10
69;6;0;56
70;6;0;2
71;6;1;93
72;6;1;30
73;6;0;71
74;6;1;85
75;6;1;114
76;6;1;73
77;6;1;100
78;6;1;105
79;6;1;14
80;6;1;17
81;6;1;46
82;6;0;6
83;6;1;86
84;6;1;7
85;6;1;68
86;6;1;99
87;6;0;26
88;6;1;37
89;6;1;98
90;6;1;76
91;6;1;15
92;6;0;51
93;6;1;95
94;6;0;48
95;6;1;96
96;6;1;89
97;6;1;18
98;6;0;58
99;6;1;75
100;6;1;108
101;6;1;38
102;6;1;64
103;6;1;112
104;6;0;4
105;6;1;78
106;6;0;28
107;6;1;19
108;6;1;88
109;6;1;113
110;6;1;23
111;6;1;44
112;6;1;45
113;6;1;109
114;6;1;82
115;6;1;59
116;6;0;29
0;7;1;60
1;7;1;8
2;7;0;71
3;7;1;34
4;7;1;111
5;7;1;104
6;7;1;94
7;7;1;105
8;7;0;25
9;7;1;62
10;7;0;49
11;7;1;47
12;7;0;2
13;7;1;31
14;7;1;90
15;7;1;22
16;7;1;40
17;7;1;106
18;7;1;116
19;7;0;57
20;7;1;66
21;7;0;52
22;7;1;83
23;7;1;32
24;7;0;5
25;7;1;9
26;7;1;97
27;7;1;101
28;7;1;0
29;7;1;103
30;7;0;27
31;7;1;21
32;7;1;92
33;7;1;91
34;7;1;36
35;7;1;12
36;7;1;18
37;7;1;33
38;7;1;35
39;7;1;13
40;7;1;81
41;7;1;41
42;7;1;74
43;7;1;87
44;7;0;53
45;7;1;61
46;7;1;67
47;7;0;1
48;7;1;42
49;7;1;79
50;7;1;110
51;7;0;69
52;7;1;43
53;7;0;54
54;7;1;63
55;7;1;72
56;7;0;50
57;7;1;77
58;7;1;115
59;7;1;24
60;7;1;16
61;7;1;102
62;7;1;11
63;7;1;68
64;7;0;56
65;7;1;80
66;7;1;84
67;7;1;38
68;7;1;10
69;7;0;55
70;7;0;3
71;7;1;93
72;7;1;30
73;7;0;70
74;7;1;85
75;7;1;114
76;7;1;73
77;7;1;100
78;7;1;107
79;7;1;14
80;7;1;17
81;7;1;46
82;7;0;6
83;7;1;86
84;7;1;7
85;7;1;65
86;7;1;99
87;7;0;26
88;7;1;37
89;7;1;98
90;7;1;76
91;7;1;15
92;7;0;51
93;7;1;95
94;7;0;48
95;7;1;96
96;7;1;89
97;7;1;19
98;7;0;58
99;7;1;75
100;7;1;108
101;7;1;39
102;7;1;64
103;7;1;112
104;7;0;4
105;7;1;78
106;7;0;28
107;7;1;20
108;7;1;88
109;7;1;113
110;7;1;23
111;7;1;44
112;7;1;45
113;7;1;109
114;7;1;82
115;7;1;59
116;7;0;29
0;8;1;60
1;8;1;8
2;8;0;71
3;8;1;34
4;8;1;111
5;8;1;107
6;8;1;94
7;8;1;104
8;8;0;24
9;8;1;62
10;8;0;49
11;8;1;47
12;8;0;2
13;8;1;32
14;8;1;90
15;8;1;22
16;8;1;43
17;8;1;106
18;8;1;116
19;8;0;56
20;8;1;65
21;8;0;52
22;8;1;83
23;8;1;31
24;8;0;5
25;8;1;9
26;8;1;97
27;8;1;102
28;8;1;1
29;8;1;103
30;8;0;27
31;8;1;21
32;8;1;92
33;8;1;91
34;8;1;36
35;8;1;12
36;8;1;19
37;8;1;33
38;8;1;35
39;8;1;13
40;8;1;81
41;8;1;40
42;8;1;74
43;8;1;87
44;8;0;53
45;8;1;61
46;8;1;66
47;8;0;0
48;8;1;41
49;8;1;79
50;8;1;110
51;8;0;67
52;8;1;42
53;8;0;54
54;8;1;63
55;8;1;72
56;8;0;51
57;8;1;77
58;8;1;115
59;8;1;25
60;8;1;17
61;8;1;101
62;8;1;11
63;8;1;68
64;8;0;57
65;8;1;80
66;8;1;85
67;8;1;39
68;8;1;10
69;8;0;55
70;8;0;3
71;8;1;93
72;8;1;30
73;8;0;70
74;8;1;86
75;8;1;114
76;8;1;73
77;8;1;100
78;8;1;105
79;8;1;14
80;8;1;16
81;8;1;46
82;8;0;6
83;8;1;84
84;8;1;7
85;8;1;69
86;8;1;99
87;8;0;26
88;8;1;37
89;8;1;98
90;8;1;76
91;8;1;15
92;8;0;50
93;8;1;95
94;8;0;48
95;8;1;96
96;8;1;89
97;8;1;20
98;8;0;58
99;8;1;75
100;8;1;108
101;8;1;38
102;8;1;64
103;8;1;112
104;8;0;4
105;8;1;78
106;8;0;29
107;8;1;18
108;8;1;88
109;8;1;113
110;8;1;23
111;8;1;44
112;8;1;45
113;8;1;109
114;8;1;82
115;8;1;59
116;8;0;28
0;9;1;60
1;9;1;8
2;9;0;71
3;9;1;34
4;9;1;111
5;9;1;104
6;9;1;94
7;9;1;105
8;9;0;24
9;9;1;62
10;9;0;49
11;9;1;47
12;9;0;1
13;9;1;31
14;9;1;90
15;9;1;22
16;9;1;40
17;9;1;106
18;9;1;116
19;9;0;57
20;9;1;65
21;9;0;52
22;9;1;83
23;9;1;32
24;9;0;5
25;9;1;9
26;9;1;97
27;9;1;101
28;9;1;2
29;9;1;103
30;9;0;27
31;9;1;21
32;9;1;92
33;9;1;91
34;9;1;36
35;9;1;12
36;9;1;18
37;9;1;33
38;9;1;35
39;9;1;13
40;9;1;81
41;9;1;41
42;9;1;74
43;9;1;87
44;9;0;53
45;9;1;61
46;9;1;66
47;9;0;0
48;9;1;42
49;9;1;79
50;9;1;110
51;9;0;69
52;9;1;43
53;9;0;54
54;9;1;63
55;9;1;72
56;9;0;50
57;9;1;77
58;9;1;115
59;9;1;25
60;9;1;15
61;9;1;102
62;9;1;11
63;9;1;67
64;9;0;55
65;9;1;80
66;9;1;84
67;9;1;38
68;9;1;10
69;9;0;56
70;9;0;3
71;9;1;93
72;9;1;30
73;9;0;70
74;9;1;85
75;9;1;114
76;9;1;73
77;9;1;100
78;9;1;107
79;9;1;14
80;9;1;16
81;9;1;46
82;9;0;6
83;9;1;86
84;9;1;7
85;9;1;68
86;9;1;99
87;9;0;26
88;9;1;37
89;9;1;98
90;9;1;76
91;9;1;17
92;9;0;51
93;9;1;95
94;9;0;48
95;9;1;96
96;9;1;89
97;9;1;19
98;9;0;58
99;9;1;75
100;9;1;108
101;9;1;39
102;9;1;64
103;9;1;112
104;9;0;4
105;9;1;78
106;9;0;28
107;9;1;20
108;9;1;88
109;9;1;113
110;9;1;23
111;9;1;44
112;9;1;45
113;9;1;109
114;9;1;82
115;9;1;59
116;9;0;29
