0;0;1;60
1;0;1;8
2;0;0;71
3;0;1;34
4;0;1;111
5;0;1;104
6;0;1;94
7;0;1;105
8;0;0;24
9;0;1;62
10;0;0;49
11;0;1;47
12;0;0;2
13;0;1;31
14;0;1;90
15;0;1;22
16;0;1;40
17;0;1;106
18;0;1;116
19;0;0;57
20;0;1;65
21;0;0;52
22;0;1;83
23;0;1;32
24;0;0;5
25;0;1;9
26;0;1;97
27;0;1;101
28;0;1;1
29;0;1;103
30;0;0;27
31;0;1;21
32;0;1;92
33;0;1;91
34;0;1;36
35;0;1;12
36;0;1;16
37;0;1;33
38;0;1;35
39;0;1;13
40;0;1;81
41;0;1;41
42;0;1;74
43;0;1;87
44;0;0;53
45;0;1;61
46;0;1;66
47;0;0;0
48;0;1;42
49;0;1;79
50;0;1;110
51;0;0;67
52;0;1;43
53;0;0;54
54;0;1;63
55;0;1;72
56;0;0;50
57;0;1;77
58;0;1;115
59;0;1;25
60;0;1;17
61;0;1;102
62;0;1;11
63;0;1;68
64;0;0;55
65;0;1;80
66;0;1;84
67;0;1;38
68;0;1;10
69;0;0;56
70;0;0;3
71;0;1;93
72;0;1;30
73;0;0;70
74;0;1;85
75;0;1;114
76;0;1;73
77;0;1;100
78;0;1;107
79;0;1;14
80;0;1;18
81;0;1;46
82;0;0;6
83;0;1;86
84;0;1;7
85;0;1;69
86;0;1;99
87;0;0;26
88;0;1;37
89;0;1;98
90;0;1;76
91;0;1;15
92;0;0;51
93;0;1;95
94;0;0;48
95;0;1;96
96;0;1;89
97;0;1;19
98;0;0;58
99;0;1;75
100;0;1;108
101;0;1;39
102;0;1;64
103;0;1;112
104;0;0;4
105;0;1;78
106;0;0;28
107;0;1;20
108;0;1;88
109;0;1;113
110;0;1;23
111;0;1;44
112;0;1;45
113;0;1;109
114;0;1;82
115;0;1;59
116;0;0;29
0;1;1;60
1;1;1;8
2;1;0;71
3;1;1;34
4;1;1;111
5;1;1;107
6;1;1;94
7;1;1;105
8;1;1;26
9;1;1;62
10;1;0;49
11;1;1;47
12;1;0;3
13;1;1;32
14;1;1;90
15;1;1;22
16;1;1;42
17;1;1;103
18;1;1;116
19;1;0;57
20;1;1;65
21;1;0;52
22;1;1;83
23;1;1;31
24;1;0;5
25;1;1;9
26;1;1;97
27;1;1;102
28;1;1;1
29;1;1;104
30;1;0;27
31;1;1;21
32;1;1;92
33;1;1;91
34;1;1;36
35;1;1;12
36;1;1;18
37;1;1;33
38;1;1;35
39;1;1;13
40;1;1;81
41;1;1;43
42;1;1;74
43;1;1;87
44;1;0;53
45;1;1;61
46;1;1;66
47;1;0;0
48;1;1;40
49;1;1;79
50;1;1;110
51;1;0;69
52;1;1;41
53;1;0;54
54;1;1;63
55;1;1;72
56;1;0;51
57;1;1;77
58;1;1;115
59;1;1;24
60;1;1;15
61;1;1;101
62;1;1;11
63;1;1;67
64;1;0;56
65;1;1;80
66;1;1;84
67;1;1;39
68;1;1;10
69;1;0;55
70;1;0;2
71;1;1;93
72;1;1;30
73;1;0;70
74;1;1;85
75;1;1;114
76;1;1;73
77;1;1;100
78;1;1;106
79;1;1;14
80;1;1;17
81;1;1;46
82;1;0;6
83;1;1;86
84;1;1;7
85;1;1;68
86;1;1;99
87;1;0;25
88;1;1;37
89;1;1;98
90;1;1;76
91;1;1;16
92;1;0;50
93;1;1;95
94;1;0;48
95;1;1;96
96;1;1;89
97;1;1;19
98;1;0;58
99;1;1;75
100;1;1;108
101;1;1;38
102;1;1;64
103;1;1;112
104;1;0;4
105;1;1;78
106;1;0;29
107;1;1;20
108;1;1;88
109;1;1;113
110;1;1;23
111;1;1;44
112;1;1;45
113;1;1;109
114;1;1;82
115;1;1;59
116;1;1;28
0;2;1;60
1;2;1;8
2;2;0;71
3;2;1;34
4;2;1;111
5;2;1;104
6;2;1;94
7;2;1;108
8;2;1;26
9;2;1;62
10;2;0;50
11;2;1;47
12;2;1;3
13;2;1;31
14;2;1;90
15;2;1;22
16;2;1;40
17;2;1;105
18;2;1;116
19;2;0;57
20;2;1;68
21;2;0;52
22;2;1;83
23;2;1;32
24;2;1;5
25;2;1;9
26;2;1;97
27;2;1;101
28;2;1;1
29;2;1;103
30;2;0;27
31;2;1;21
32;2;1;92
33;2;1;91
34;2;1;36
35;2;1;12
36;2;1;16
37;2;1;33
38;2;1;35
39;2;1;13
40;2;1;81
41;2;1;41
42;2;1;74
43;2;1;87
44;2;0;53
45;2;1;61
46;2;1;65
47;2;0;0
48;2;1;42
49;2;1;79
50;2;1;110
51;2;0;69
52;2;1;43
53;2;0;54
54;2;1;63
55;2;1;72
56;2;0;51
57;2;1;77
58;2;1;115
59;2;1;24
60;2;1;17
61;2;1;102
62;2;1;11
63;2;1;66
64;2;0;55
65;2;1;80
66;2;1;84
67;2;1;38
68;2;1;10
69;2;0;56
70;2;0;2
71;2;1;93
72;2;1;30
73;2;0;70
74;2;1;85
75;2;1;114
76;2;1;73
77;2;1;100
78;2;1;106
79;2;1;14
80;2;1;18
81;2;1;46
82;2;0;6
83;2;1;86
84;2;1;7
85;2;1;67
86;2;1;99
87;2;0;25
88;2;1;37
89;2;1;98
90;2;1;76
91;2;1;15
92;2;0;49
93;2;1;95
94;2;0;48
95;2;1;96
96;2;1;89
97;2;1;19
98;2;0;58
99;2;1;75
100;2;1;107
101;2;1;39
102;2;1;64
103;2;1;112
104;2;0;4
105;2;1;78
106;2;0;28
107;2;1;20
108;2;1;88
109;2;1;113
110;2;1;23
111;2;1;44
112;2;1;45
113;2;1;109
114;2;1;82
115;2;1;59
116;2;1;29
0;3;1;60
1;3;1;8
2;3;0;71
3;3;1;34
4;3;1;111
5;3;1;104
6;3;1;94
7;3;1;108
8;3;1;26
9;3;1;62
10;3;0;49
11;3;1;47
12;3;1;3
13;3;1;32
14;3;1;90
15;3;1;22
16;3;1;41
17;3;1;105
18;3;1;116
19;3;0;56
20;3;1;65
21;3;0;52
22;3;1;83
23;3;1;33
24;3;1;5
25;3;1;9
26;3;1;97
27;3;1;101
28;3;1;1
29;3;1;103
30;3;0;27
31;3;1;21
32;3;1;92
33;3;1;91
34;3;1;36
35;3;1;12
36;3;1;17
37;3;1;31
38;3;1;35
39;3;1;13
40;3;1;81
41;3;1;42
42;3;1;74
43;3;1;87
44;3;0;53
45;3;1;61
46;3;1;66
47;3;0;0
48;3;1;43
49;3;1;79
50;3;1;110
51;3;0;67
52;3;1;39
53;3;0;54
54;3;1;63
55;3;1;72
56;3;0;50
57;3;1;77
58;3;1;115
59;3;1;24
60;3;1;15
61;3;1;102
62;3;1;11
63;3;1;68
64;3;0;57
65;3;1;80
66;3;1;84
67;3;1;40
68;3;1;10
69;3;0;55
70;3;0;2
71;3;1;93
72;3;1;30
73;3;0;70
74;3;1;85
75;3;1;114
76;3;1;73
77;3;1;100
78;3;1;106
79;3;1;14
80;3;1;18
81;3;1;46
82;3;0;6
83;3;1;86
84;3;1;7
85;3;1;69
86;3;1;99
87;3;0;25
88;3;1;37
89;3;1;98
90;3;1;76
91;3;1;16
92;3;0;51
93;3;1;95
94;3;0;48
